,Real,Predicted,Set
11052,0,1,Test
76010,1,1,Test
74346,1,1,Test
41333,1,1,Test
12604,0,1,Test
44924,1,1,Test
78426,1,1,Test
14018,0,1,Test
20308,0,1,Test
63514,1,1,Test
9026,0,1,Test
11930,0,1,Test
76204,1,1,Test
55780,1,1,Test
37942,0,1,Test
20565,0,1,Test
49712,1,1,Test
52525,1,1,Test
9845,0,1,Test
9687,0,1,Test
62569,1,1,Test
51139,1,1,Test
61592,1,1,Test
23822,0,1,Test
7291,0,1,Test
41947,1,1,Test
43367,1,1,Test
64420,1,1,Test
15998,0,1,Test
3507,0,1,Test
65507,1,1,Test
68717,1,1,Test
25787,0,1,Test
32584,0,1,Test
5992,0,1,Test
63552,1,1,Test
43257,1,1,Test
75577,1,1,Test
53401,1,1,Test
45064,1,1,Test
60757,1,1,Test
56075,1,1,Test
56031,1,1,Test
42838,1,1,Test
64188,1,1,Test
7757,0,1,Test
30381,0,1,Test
75254,1,1,Test
63275,1,1,Test
77016,1,1,Test
21904,0,1,Test
5065,0,1,Test
13206,0,1,Test
35259,0,1,Test
42277,1,1,Test
55455,1,1,Test
34836,0,1,Test
12814,0,1,Test
48077,1,1,Test
1641,0,1,Test
16063,0,1,Test
67465,1,1,Test
2780,0,1,Test
49650,1,1,Test
49425,1,1,Test
63962,1,1,Test
32901,0,1,Test
15486,0,1,Test
36761,0,1,Test
38007,0,1,Test
25661,0,1,Test
52197,1,1,Test
16188,0,1,Test
69319,1,1,Test
191,0,1,Test
75773,1,1,Test
12944,0,1,Test
44862,1,1,Test
24731,0,1,Test
15894,0,1,Test
13813,0,1,Test
158,0,1,Test
11126,0,1,Test
53972,1,1,Test
54239,1,1,Test
19892,0,1,Test
59610,1,1,Test
67382,1,1,Test
3899,0,1,Test
46559,1,1,Test
5735,0,1,Test
47242,1,1,Test
5398,0,1,Test
60633,1,1,Test
38727,0,1,Test
18641,0,1,Test
37533,0,1,Test
10538,0,1,Test
78279,1,1,Test
47171,1,1,Test
58339,1,1,Test
46985,1,1,Test
3725,0,1,Test
70923,1,1,Test
74485,1,1,Test
80094,1,1,Test
9249,0,1,Test
45171,1,1,Test
71025,1,1,Test
19802,0,1,Test
23679,0,1,Test
43789,1,1,Test
40036,0,1,Test
31121,0,1,Test
21231,0,1,Test
16458,0,1,Test
11420,0,1,Test
68688,1,1,Test
38323,0,1,Test
47424,1,1,Test
46848,1,1,Test
69332,1,1,Test
74097,1,1,Test
35150,0,1,Test
4859,0,1,Test
48661,1,1,Test
73285,1,1,Test
19919,0,1,Test
13090,0,1,Test
30258,0,1,Test
20839,0,1,Test
58844,1,1,Test
6144,0,1,Test
31425,0,1,Test
45457,1,1,Test
31907,0,1,Test
11941,0,1,Test
75558,1,1,Test
13441,0,1,Test
23773,0,1,Test
9248,0,1,Test
57998,1,1,Test
30074,0,1,Test
43480,1,1,Test
63604,1,1,Test
20347,0,1,Test
64300,1,1,Test
62581,1,1,Test
41186,1,1,Test
34702,0,1,Test
3593,0,1,Test
7580,0,1,Test
49099,1,1,Test
28286,0,1,Test
37732,0,1,Test
68523,1,1,Test
28221,0,1,Test
65288,1,1,Test
2373,0,1,Test
59679,1,1,Test
50850,1,1,Test
72392,1,1,Test
55757,1,1,Test
75840,1,1,Test
71869,1,1,Test
57479,1,1,Test
41865,1,1,Test
47751,1,1,Test
69545,1,1,Test
23529,0,1,Test
54514,1,1,Test
25244,0,1,Test
43738,1,1,Test
12622,0,1,Test
40815,0,1,Test
19912,0,1,Test
14757,0,1,Test
42433,1,1,Test
79067,1,1,Test
4251,0,1,Test
79913,1,1,Test
20091,0,1,Test
52607,1,1,Test
21188,0,1,Test
26758,0,1,Test
55141,1,1,Test
80182,1,1,Test
27218,0,1,Test
75314,1,1,Test
48672,1,1,Test
2165,0,1,Test
30424,0,1,Test
9553,0,1,Test
4346,0,1,Test
15257,0,1,Test
22255,0,1,Test
45387,1,1,Test
12691,0,1,Test
7217,0,1,Test
72754,1,1,Test
11099,0,1,Test
21030,0,1,Test
564,0,1,Test
75643,1,1,Test
3873,0,1,Test
23635,0,1,Test
11619,0,1,Test
60060,1,1,Test
80647,1,1,Test
38479,0,1,Test
74556,1,1,Test
76395,1,1,Test
13614,0,1,Test
7926,0,1,Test
28983,0,1,Test
54355,1,1,Test
53081,1,1,Test
44580,1,1,Test
78590,1,1,Test
52543,1,1,Test
43045,1,1,Test
62445,1,1,Test
17068,0,1,Test
60685,1,1,Test
63821,1,1,Test
80012,1,1,Test
21968,0,1,Test
26541,0,1,Test
48360,1,1,Test
17277,0,1,Test
7437,0,1,Test
39658,0,1,Test
29038,0,1,Test
25781,0,1,Test
5252,0,1,Test
71566,1,1,Test
28373,0,1,Test
20194,0,1,Test
67106,1,1,Test
9057,0,1,Test
2499,0,1,Test
5173,0,1,Test
49530,1,1,Test
66944,1,1,Test
8188,0,1,Test
39475,0,1,Test
4984,0,1,Test
46782,1,1,Test
40238,0,1,Test
76299,1,1,Test
54931,1,1,Test
40742,0,1,Test
29109,0,1,Test
44118,1,1,Test
41027,1,1,Test
42052,1,1,Test
7246,0,1,Test
54861,1,1,Test
4584,0,1,Test
49764,1,1,Test
58872,1,1,Test
30727,0,1,Test
26001,0,1,Test
78276,1,1,Test
80742,1,1,Test
49287,1,1,Test
22924,0,1,Test
12387,0,1,Test
21923,0,1,Test
69060,1,1,Test
39143,0,1,Test
46109,1,1,Test
61727,1,1,Test
43100,1,1,Test
21868,0,1,Test
66769,1,1,Test
66326,1,1,Test
40124,0,1,Test
45718,1,1,Test
2330,0,1,Test
70699,1,1,Test
16864,0,1,Test
1583,0,1,Test
6481,0,1,Test
62214,1,1,Test
67504,1,1,Test
1465,0,1,Test
77828,1,1,Test
51099,1,1,Test
40673,0,1,Test
5035,0,1,Test
44595,1,1,Test
27155,0,1,Test
8284,0,1,Test
21495,0,1,Test
71337,1,1,Test
19043,0,1,Test
79894,1,1,Test
21861,0,1,Test
67430,1,1,Test
22596,0,1,Test
61639,1,1,Test
77470,1,1,Test
67591,1,1,Test
47585,1,1,Test
2072,0,1,Test
422,0,1,Test
64743,1,1,Test
23727,0,1,Test
15000,0,1,Test
24799,0,1,Test
79631,1,1,Test
14488,0,1,Test
47681,1,1,Test
54838,1,1,Test
60420,1,1,Test
54209,1,1,Test
74724,1,1,Test
38312,0,1,Test
64960,1,1,Test
28642,0,1,Test
51111,1,1,Test
66620,1,1,Test
4663,0,1,Test
23468,0,1,Test
37356,0,1,Test
63388,1,1,Test
74814,1,1,Test
30446,0,1,Test
78754,1,1,Test
3029,0,1,Test
57635,1,1,Test
14717,0,1,Test
12127,0,1,Test
22889,0,1,Test
5548,0,1,Test
71259,1,1,Test
44717,1,1,Test
40402,0,1,Test
10693,0,1,Test
51735,1,1,Test
31381,0,1,Test
59597,1,1,Test
6009,0,1,Test
21992,0,1,Test
36004,0,1,Test
72368,1,1,Test
10562,0,1,Test
52654,1,1,Test
967,0,1,Test
20364,0,1,Test
25128,0,1,Test
13464,0,1,Test
1327,0,1,Test
34186,0,1,Test
32429,0,1,Test
55295,1,1,Test
25718,0,1,Test
3619,0,1,Test
19863,0,1,Test
77900,1,1,Test
12728,0,1,Test
51994,1,1,Test
38006,0,1,Test
49745,1,1,Test
30629,0,1,Test
31134,0,1,Test
72446,1,1,Test
17516,0,1,Test
72421,1,1,Test
64948,1,1,Test
15755,0,1,Test
5977,0,1,Test
57315,1,1,Test
25831,0,1,Test
66269,1,1,Test
3027,0,1,Test
16144,0,1,Test
25687,0,1,Test
66265,1,1,Test
24237,0,1,Test
71788,1,1,Test
51383,1,1,Test
28035,0,1,Test
36363,0,1,Test
40386,0,1,Test
14767,0,1,Test
29879,0,1,Test
34719,0,1,Test
80402,1,1,Test
36882,0,1,Test
6201,0,1,Test
6819,0,1,Test
68053,1,1,Test
69116,1,1,Test
64664,1,1,Test
55821,1,1,Test
52019,1,1,Test
70941,1,1,Test
49894,1,1,Test
62050,1,1,Test
73157,1,1,Test
51053,1,1,Test
18627,0,1,Test
13609,0,1,Test
784,0,1,Test
34376,0,1,Test
4162,0,1,Test
70387,1,1,Test
1053,0,1,Test
69200,1,1,Test
32362,0,1,Test
39559,0,1,Test
36239,0,1,Test
24710,0,1,Test
7737,0,1,Test
65848,1,1,Test
80363,1,1,Test
19828,1,1,Test
29057,0,1,Test
14797,0,1,Test
7730,0,1,Test
79243,1,1,Test
29951,0,1,Test
14430,0,1,Test
34420,0,1,Test
76880,1,1,Test
78529,1,1,Test
6648,0,1,Test
38989,0,1,Test
39254,0,1,Test
77253,1,1,Test
41985,1,1,Test
60547,1,1,Test
27985,0,1,Test
30823,0,1,Test
74371,1,1,Test
17746,0,1,Test
40369,0,1,Test
6724,0,1,Test
11306,0,1,Test
8952,0,1,Test
78510,1,1,Test
54171,1,1,Test
75518,1,1,Test
59483,1,1,Test
63412,1,1,Test
20564,0,1,Test
72315,1,1,Test
74676,1,1,Test
53738,1,1,Test
47627,1,1,Test
80146,1,1,Test
60714,1,1,Test
72490,1,1,Test
62750,1,1,Test
18396,0,1,Test
64073,1,1,Test
23920,0,1,Test
6342,0,1,Test
79334,1,1,Test
4690,0,1,Test
55764,1,1,Test
16540,0,1,Test
60700,1,1,Test
69135,1,1,Test
36919,0,1,Test
35089,0,1,Test
69215,1,1,Test
10463,0,1,Test
23678,0,1,Test
75430,1,1,Test
76520,1,1,Test
48403,1,1,Test
16370,0,1,Test
18053,0,1,Test
51058,1,1,Test
29587,0,1,Test
18520,0,1,Test
50134,1,1,Test
14777,0,1,Test
78195,1,1,Test
30004,0,1,Test
52908,1,1,Test
643,0,1,Test
18052,0,1,Test
3509,0,1,Test
50984,1,1,Test
71198,1,1,Test
27699,0,1,Test
7320,0,1,Test
34752,0,1,Test
80711,1,1,Test
17620,0,1,Test
8972,0,1,Test
74545,1,1,Test
6067,0,1,Test
16156,0,1,Test
25449,0,1,Test
14791,0,1,Test
26332,0,1,Test
65475,1,1,Test
6851,0,1,Test
80725,1,1,Test
73123,1,1,Test
70117,1,1,Test
24528,0,1,Test
26522,1,1,Test
29322,0,1,Test
6136,0,1,Test
64013,1,1,Test
64023,1,1,Test
31970,0,1,Test
22685,0,1,Test
36526,0,1,Test
59013,1,1,Test
58807,1,1,Test
54789,1,1,Test
73344,1,1,Test
15262,0,1,Test
65097,1,1,Test
1938,0,1,Test
50994,1,1,Test
20701,0,1,Test
56975,1,1,Test
70944,1,1,Test
79381,1,1,Test
67128,1,1,Test
14608,0,1,Test
44567,1,1,Test
22227,0,1,Test
37091,0,1,Test
62323,1,1,Test
22512,0,1,Test
7801,0,1,Test
66496,1,1,Test
35280,0,1,Test
14785,0,1,Test
26971,0,1,Test
58463,1,1,Test
22848,0,1,Test
49669,1,1,Test
53698,1,1,Test
28574,0,1,Test
44234,1,1,Test
25834,0,1,Test
19488,0,1,Test
66468,1,1,Test
69605,1,1,Test
67088,1,1,Test
69927,1,1,Test
8405,0,1,Test
30630,0,1,Test
64713,1,1,Test
12555,0,1,Test
59932,1,1,Test
41187,1,1,Test
44744,1,1,Test
14483,0,1,Test
31497,0,1,Test
26446,1,1,Test
66598,1,1,Test
62687,1,1,Test
51247,1,1,Test
69531,1,1,Test
31837,0,1,Test
10949,0,1,Test
73122,1,1,Test
46582,1,1,Test
64705,1,1,Test
2691,0,1,Test
80125,1,1,Test
17742,0,1,Test
72979,1,1,Test
69873,1,1,Test
16671,0,1,Test
15325,0,1,Test
23228,0,1,Test
21838,0,1,Test
2189,0,1,Test
9666,0,1,Test
13765,0,1,Test
29618,0,1,Test
74451,1,1,Test
21243,0,1,Test
15612,0,1,Test
44806,1,1,Test
29459,0,1,Test
35599,1,1,Test
57023,1,1,Test
59135,1,1,Test
67154,1,1,Test
27614,0,1,Test
12214,0,1,Test
25721,0,1,Test
34109,0,1,Test
34424,0,1,Test
16093,0,1,Test
6188,0,1,Test
8621,0,1,Test
45791,1,1,Test
32292,0,1,Test
54908,1,1,Test
48739,1,1,Test
35826,0,1,Test
60594,1,1,Test
29561,0,1,Test
35987,0,1,Test
29436,0,1,Test
17063,0,1,Test
11982,0,1,Test
50633,1,1,Test
72398,1,1,Test
19543,0,1,Test
3840,0,1,Test
72067,1,1,Test
24891,0,1,Test
45729,1,1,Test
37037,0,1,Test
21696,0,1,Test
66970,1,1,Test
61085,1,1,Test
80364,1,1,Test
50312,1,1,Test
6939,0,1,Test
66568,1,1,Test
77864,1,1,Test
2971,0,1,Test
25735,0,1,Test
79989,1,1,Test
32268,0,1,Test
74315,1,1,Test
80004,1,1,Test
11471,0,1,Test
37029,0,1,Test
9753,0,1,Test
68529,1,1,Test
458,0,1,Test
13361,0,1,Test
37801,0,1,Test
13447,0,1,Test
11307,0,1,Test
78516,1,1,Test
22688,0,1,Test
59221,1,1,Test
32880,0,1,Test
38455,0,1,Test
65261,1,1,Test
45190,1,1,Test
63253,1,1,Test
60465,1,1,Test
28583,0,1,Test
40578,0,1,Test
67678,1,1,Test
21692,0,1,Test
62754,1,1,Test
61287,1,1,Test
68555,1,1,Test
54657,1,1,Test
73662,1,1,Test
32019,0,1,Test
39890,0,1,Test
56123,1,1,Test
42010,1,1,Test
63119,1,1,Test
35317,0,1,Test
11429,0,1,Test
30457,0,1,Test
58717,1,1,Test
72147,1,1,Test
51970,1,1,Test
24036,0,1,Test
46476,1,1,Test
985,0,1,Test
45109,1,1,Test
73105,1,1,Test
44920,1,1,Test
5205,0,1,Test
68398,1,1,Test
2437,0,1,Test
5928,0,1,Test
40893,0,1,Test
16870,0,1,Test
16913,0,1,Test
64972,1,1,Test
65138,1,1,Test
48771,1,1,Test
55980,1,1,Test
16435,0,1,Test
73081,1,1,Test
12545,0,1,Test
33419,0,1,Test
55270,1,1,Test
38854,0,1,Test
51504,1,1,Test
46446,1,1,Test
66148,1,1,Test
28421,1,1,Test
10720,0,1,Test
76439,1,1,Test
32395,0,1,Test
49595,1,1,Test
72341,1,1,Test
3885,0,1,Test
29245,0,1,Test
29841,0,1,Test
71920,1,1,Test
58882,1,1,Test
56120,1,1,Test
62373,1,1,Test
53078,1,1,Test
16022,0,1,Test
66805,1,1,Test
57712,1,1,Test
80502,1,1,Test
3270,0,1,Test
8289,0,1,Test
12136,0,1,Test
9920,0,1,Test
28096,0,1,Test
56146,1,1,Test
8074,0,1,Test
18269,0,1,Test
55966,1,1,Test
77541,1,1,Test
27565,0,1,Test
68070,1,1,Test
39765,0,1,Test
63021,1,1,Test
34353,0,1,Test
15815,0,1,Test
21161,0,1,Test
75535,1,1,Test
71622,1,1,Test
31951,0,1,Test
30839,0,1,Test
383,0,1,Test
2990,0,1,Test
48644,1,1,Test
1190,0,1,Test
71171,1,1,Test
43115,1,1,Test
21158,0,1,Test
67112,1,1,Test
33956,0,1,Test
16349,0,1,Test
13756,0,1,Test
46941,1,1,Test
18713,0,1,Test
78487,1,1,Test
72047,1,1,Test
14603,0,1,Test
25812,0,1,Test
38358,0,1,Test
34896,0,1,Test
72511,1,1,Test
29054,0,1,Test
53479,1,1,Test
51594,1,1,Test
61301,1,1,Test
74865,1,1,Test
48930,1,1,Test
30833,0,1,Test
33070,0,1,Test
68732,1,1,Test
43396,1,1,Test
45175,1,1,Test
3050,0,1,Test
18102,0,1,Test
74803,1,1,Test
25869,0,1,Test
20408,0,1,Test
64150,1,1,Test
44255,1,1,Test
71852,1,1,Test
52341,1,1,Test
50913,1,1,Test
53453,1,1,Test
78540,1,1,Test
75530,1,1,Test
61113,1,1,Test
35207,0,1,Test
68331,1,1,Test
33903,0,1,Test
14882,0,1,Test
52819,1,1,Test
69474,1,1,Test
13168,0,1,Test
936,0,1,Test
79065,1,1,Test
20873,0,1,Test
41108,1,1,Test
9722,0,1,Test
13359,0,1,Test
18575,0,1,Test
78915,1,1,Test
32736,0,1,Test
37849,0,1,Test
8297,0,1,Test
31780,0,1,Test
10708,0,1,Test
22915,0,1,Test
45561,1,1,Test
57733,1,1,Test
373,0,1,Test
410,0,1,Test
48273,1,1,Test
14087,0,1,Test
67582,1,1,Test
6875,0,1,Test
59958,1,1,Test
7732,0,1,Test
59094,1,1,Test
27953,0,1,Test
1477,0,1,Test
67218,1,1,Test
21843,0,1,Test
20788,0,1,Test
62546,1,1,Test
12274,0,1,Test
4689,0,1,Test
33847,0,1,Test
20610,0,1,Test
40089,0,1,Test
73438,1,1,Test
12928,0,1,Test
69712,1,1,Test
75132,1,1,Test
18684,0,1,Test
21926,0,1,Test
10399,0,1,Test
42960,1,1,Test
77643,1,1,Test
56606,1,1,Test
55047,1,1,Test
57659,1,1,Test
68492,1,1,Test
70144,1,1,Test
74107,1,1,Test
10955,0,1,Test
53464,1,1,Test
47713,1,1,Test
2731,0,1,Test
72038,1,1,Test
2298,0,1,Test
61757,1,1,Test
65939,1,1,Test
79648,1,1,Test
38047,0,1,Test
20280,0,1,Test
30395,0,1,Test
68427,1,1,Test
78843,1,1,Test
46626,1,1,Test
73041,1,1,Test
34534,0,1,Test
70216,1,1,Test
24370,0,1,Test
66437,1,1,Test
28730,0,1,Test
55325,1,1,Test
66322,1,1,Test
34950,0,1,Test
52880,1,1,Test
37545,0,1,Test
64043,1,1,Test
18416,0,1,Test
51250,1,1,Test
46329,1,1,Test
38528,0,1,Test
51307,1,1,Test
24785,0,1,Test
34910,0,1,Test
56258,1,1,Test
37812,0,1,Test
74749,1,1,Test
33917,0,1,Test
35567,0,1,Test
54297,1,1,Test
52938,1,1,Test
54961,1,1,Test
9945,0,1,Test
10813,0,1,Test
65058,1,1,Test
54153,1,1,Test
55687,1,1,Test
20209,0,1,Test
3647,1,1,Test
73215,1,1,Test
3181,0,1,Test
46812,1,1,Test
30092,0,1,Test
7492,0,1,Test
31473,0,1,Test
75914,1,1,Test
42990,1,1,Test
13567,0,1,Test
47608,1,1,Test
54550,1,1,Test
16460,1,1,Test
1880,0,1,Test
3350,0,1,Test
75984,1,1,Test
31569,0,1,Test
51242,1,1,Test
28919,0,1,Test
79064,1,1,Test
31274,0,1,Test
64834,1,1,Test
42725,1,1,Test
61771,1,1,Test
60806,1,1,Test
65145,1,1,Test
58061,1,1,Test
44151,1,1,Test
70992,1,1,Test
48121,1,1,Test
60472,1,1,Test
46771,1,1,Test
35956,0,1,Test
76233,1,1,Test
34004,0,1,Test
20106,0,1,Test
40817,0,1,Test
25900,0,1,Test
8171,0,1,Test
14888,0,1,Test
75655,1,1,Test
72787,1,1,Test
4301,0,1,Test
76586,1,1,Test
77504,1,1,Test
42122,1,1,Test
71089,1,1,Test
31779,0,1,Test
25265,1,1,Test
68174,1,1,Test
43930,1,1,Test
5522,0,1,Test
47454,1,1,Test
65542,1,1,Test
42720,1,1,Test
30827,0,1,Test
76216,1,1,Test
55917,1,1,Test
30196,0,1,Test
74014,1,1,Test
56322,1,1,Test
49248,1,1,Test
21051,0,1,Test
16686,0,1,Test
54538,1,1,Test
9731,0,1,Test
22171,0,1,Test
47519,1,1,Test
80580,1,1,Test
66305,1,1,Test
56297,1,1,Test
69454,1,1,Test
22654,0,1,Test
41009,1,1,Test
36669,0,1,Test
54438,1,1,Test
62118,1,1,Test
14112,0,1,Test
30872,0,1,Test
19915,0,1,Test
44399,1,1,Test
51192,1,1,Test
77968,1,1,Test
28346,1,1,Test
54326,1,1,Test
60844,1,1,Test
58869,1,1,Test
53699,1,1,Test
36608,0,1,Test
6702,0,1,Test
38858,0,1,Test
71255,1,1,Test
44809,1,1,Test
28974,0,1,Test
31264,0,1,Test
61335,1,1,Test
49837,1,1,Test
1763,0,1,Test
65033,1,1,Test
9069,0,1,Test
27311,0,1,Test
65473,1,1,Test
1430,0,1,Test
53315,1,1,Test
66530,1,1,Test
21744,0,1,Test
49180,1,1,Test
26837,1,1,Test
702,0,1,Test
47228,1,1,Test
18602,0,1,Test
13676,0,1,Test
52869,1,1,Test
63775,1,1,Test
14827,0,1,Test
60104,1,1,Test
41065,1,1,Test
28801,0,1,Test
80755,1,1,Test
12503,0,1,Test
80751,1,1,Test
28567,0,1,Test
4788,0,1,Test
73257,1,1,Test
74621,1,1,Test
33883,0,1,Test
13131,0,1,Test
40141,0,1,Test
26535,0,1,Test
21789,0,1,Test
60911,1,1,Test
35541,0,1,Test
36456,0,1,Test
36012,0,1,Test
35177,0,1,Test
11834,0,1,Test
28503,1,1,Test
80167,1,1,Test
52226,1,1,Test
35176,0,1,Test
52753,1,1,Test
64215,1,1,Test
64632,1,1,Test
22833,0,1,Test
77000,1,1,Test
51117,1,1,Test
20877,0,1,Test
22364,0,1,Test
2725,0,1,Test
25182,0,1,Test
43140,1,1,Test
30400,0,1,Test
6695,0,1,Test
36449,0,1,Test
63789,1,1,Test
4145,0,1,Test
9697,0,1,Test
32511,0,1,Test
29640,0,1,Test
17179,0,1,Test
44627,1,1,Test
39087,0,1,Test
4107,0,1,Test
33931,0,1,Test
76779,1,1,Test
33644,0,1,Test
15625,0,1,Test
80039,1,1,Test
36311,0,1,Test
256,0,1,Test
57292,1,1,Test
59502,1,1,Test
20315,0,1,Test
1846,0,1,Test
17449,0,1,Test
74002,1,1,Test
4282,0,1,Test
67119,1,1,Test
1934,0,1,Test
43630,1,1,Test
71524,1,1,Test
14204,0,1,Test
66735,1,1,Test
32984,0,1,Test
74034,1,1,Test
66442,1,1,Test
52491,1,1,Test
59279,1,1,Test
36249,0,1,Test
26383,0,1,Test
50602,1,1,Test
45470,1,1,Test
8935,0,1,Test
15359,0,1,Test
2273,0,1,Test
55221,1,1,Test
49660,1,1,Test
26061,0,1,Test
21034,0,1,Test
17226,0,1,Test
27286,0,1,Test
20385,0,1,Test
65631,1,1,Test
53111,1,1,Test
51852,1,1,Test
40876,0,1,Test
30007,0,1,Test
13577,0,1,Test
48890,1,1,Test
35250,0,1,Test
27008,0,1,Test
42008,1,1,Test
55187,1,1,Test
56007,1,1,Test
15255,0,1,Test
37182,0,1,Test
478,0,1,Test
225,0,1,Test
55394,1,1,Test
12520,0,1,Test
5711,0,1,Test
40392,0,1,Test
40808,0,1,Test
15978,0,1,Test
1030,0,1,Test
46608,1,1,Test
44453,1,1,Test
12111,0,1,Test
5137,0,1,Test
22260,0,1,Test
8875,0,1,Test
38175,0,1,Test
30514,0,1,Test
33030,0,1,Test
18790,0,1,Test
43268,1,1,Test
67248,1,1,Test
61236,1,1,Test
75827,1,1,Test
75825,1,1,Test
29034,0,1,Test
77418,1,1,Test
20892,0,1,Test
54859,1,1,Test
47007,1,1,Test
60850,1,1,Test
33964,0,1,Test
36095,0,1,Test
30474,0,1,Test
20864,0,1,Test
3309,0,1,Test
35246,0,1,Test
79057,1,1,Test
80373,1,1,Test
15268,1,1,Test
72144,1,1,Test
71403,1,1,Test
11375,0,1,Test
60975,1,1,Test
69049,1,1,Test
21591,0,1,Test
9798,0,1,Test
8750,0,1,Test
14041,0,1,Test
762,0,1,Test
27402,0,1,Test
46277,1,1,Test
21144,0,1,Test
49878,1,1,Test
20743,0,1,Test
13009,0,1,Test
46635,1,1,Test
35962,0,1,Test
59566,1,1,Test
14943,0,1,Test
46046,1,1,Test
56758,1,1,Test
39101,0,1,Test
48600,1,1,Test
39622,0,1,Test
19948,0,1,Test
39438,0,1,Test
59328,1,1,Test
56341,1,1,Test
53232,1,1,Test
65530,1,1,Test
4081,0,1,Test
3627,0,1,Test
76775,1,1,Test
38371,0,1,Test
53963,1,1,Test
8092,0,1,Test
46194,1,1,Test
49644,1,1,Test
61843,1,1,Test
62043,1,1,Test
6431,0,1,Test
78903,1,1,Test
28996,0,1,Test
59443,1,1,Test
21850,0,1,Test
74140,1,1,Test
51662,1,1,Test
3855,0,1,Test
12373,0,1,Test
78707,1,1,Test
41459,1,1,Test
3080,0,1,Test
11272,1,1,Test
628,0,1,Test
71810,1,1,Test
59047,1,1,Test
61152,1,1,Test
41297,1,1,Test
45584,1,1,Test
53174,1,1,Test
29017,0,1,Test
7427,0,1,Test
4609,0,1,Test
22108,0,1,Test
67351,1,1,Test
44248,1,1,Test
40006,0,1,Test
46061,1,1,Test
24423,0,1,Test
10016,0,1,Test
63628,1,1,Test
47528,1,1,Test
3982,1,1,Test
77092,1,1,Test
76834,1,1,Test
13121,0,1,Test
70483,1,1,Test
6391,0,1,Test
53673,1,1,Test
75807,1,1,Test
56694,1,1,Test
11761,0,1,Test
72157,1,1,Test
67133,1,1,Test
61101,1,1,Test
61392,1,1,Test
11746,0,1,Test
30910,0,1,Test
62655,1,1,Test
1866,0,1,Test
58137,1,1,Test
38307,0,1,Test
58795,1,1,Test
63473,1,1,Test
66112,1,1,Test
70328,1,1,Test
67082,1,1,Test
44958,1,1,Test
29615,0,1,Test
65252,1,1,Test
18698,0,1,Test
71789,1,1,Test
14964,0,1,Test
52792,1,1,Test
67446,1,1,Test
6925,0,1,Test
37144,0,1,Test
48567,1,1,Test
13671,0,1,Test
35051,0,1,Test
34340,0,1,Test
29560,0,1,Test
80547,1,1,Test
39785,0,1,Test
6835,0,1,Test
8018,0,1,Test
48605,1,1,Test
11499,0,1,Test
57592,1,1,Test
58107,1,1,Test
34858,0,1,Test
72148,1,1,Test
28657,0,1,Test
1169,0,1,Test
34697,0,1,Test
19170,0,1,Test
76893,1,1,Test
52501,1,1,Test
47348,1,1,Test
73961,1,1,Test
34637,0,1,Test
19414,0,1,Test
62540,1,1,Test
9710,0,1,Test
17079,0,1,Test
59271,1,1,Test
71571,1,1,Test
24421,0,1,Test
60936,1,1,Test
60754,1,1,Test
72319,1,1,Test
34679,0,1,Test
67978,1,1,Test
46055,1,1,Test
56693,1,1,Test
10997,0,1,Test
20569,0,1,Test
5982,0,1,Test
71862,1,1,Test
55411,1,1,Test
44009,1,1,Test
34460,0,1,Test
12847,0,1,Test
646,0,1,Test
35990,0,1,Test
72073,1,1,Test
73149,1,1,Test
23851,0,1,Test
8161,0,1,Test
41181,1,1,Test
57967,1,1,Test
63148,1,1,Test
28175,0,1,Test
39881,0,1,Test
63104,1,1,Test
16782,0,1,Test
49442,1,1,Test
59350,1,1,Test
67907,1,1,Test
37813,0,1,Test
38066,0,1,Test
59690,1,1,Test
80658,1,1,Test
44524,1,1,Test
31884,0,1,Test
60855,1,1,Test
79823,1,1,Test
40143,0,1,Test
50023,1,1,Test
18647,0,1,Test
43900,1,1,Test
75267,1,1,Test
39547,0,1,Test
10881,0,1,Test
11599,0,1,Test
7615,0,1,Test
26915,0,1,Test
74465,1,1,Test
80692,1,1,Test
40246,1,1,Test
28519,0,1,Test
60266,1,1,Test
53815,1,1,Test
50346,1,1,Test
4563,0,1,Test
25418,0,1,Test
34265,0,1,Test
45031,1,1,Test
11288,0,1,Test
19909,0,1,Test
36876,0,1,Test
20796,0,1,Test
20690,0,1,Test
9202,0,1,Test
65419,1,1,Test
38327,0,1,Test
73623,1,1,Test
1945,0,1,Test
77639,1,1,Test
38096,0,1,Test
70222,1,1,Test
76271,1,1,Test
3057,0,1,Test
71973,1,1,Test
2195,0,1,Test
72149,1,1,Test
77924,1,1,Test
59731,1,1,Test
11014,0,1,Test
63681,1,1,Test
47973,1,1,Test
30459,0,1,Test
57189,1,1,Test
996,0,1,Test
11401,0,1,Test
9293,0,1,Test
77356,1,1,Test
52860,1,1,Test
30790,0,1,Test
61847,1,1,Test
71860,1,1,Test
23339,0,1,Test
48324,1,1,Test
12065,0,1,Test
38465,0,1,Test
7281,0,1,Test
73612,1,1,Test
45866,1,1,Test
4382,0,1,Test
74060,1,1,Test
62597,1,1,Test
25405,0,1,Test
74288,1,1,Test
23253,0,1,Test
30693,1,1,Test
46792,1,1,Test
60086,1,1,Test
3218,0,1,Test
39667,0,1,Test
65275,1,1,Test
75860,1,1,Test
58936,1,1,Test
63445,1,1,Test
32438,0,1,Test
26665,0,1,Test
19910,0,1,Test
27894,0,1,Test
